WAR_WE_ACCEPT_MAP;WAR!;DÉCLARATION DE GUERRE !;KRIEG!;WOJNA!;¡GUERRA!;GUERRA!;HÁBOR?;VÁLKA!;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_SETUP;When a nation declares war on another nation;Si une nation déclare la guerre ?une autre;Wenn ein Land einem anderen Land den Krieg erklärt;Kiedy jaki?kraj wypowiada wojn?innemu pañstwu;Cuando una nación declare la guerra a otra nación;Quando una nazione dichiara guerra a un'altra nazione;Mikor egy nemzet hadat üzen egy másik nemzetnek;Kdy?národ vyhlás?válku jinému národu;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Asuntos Exteriores informa;;;;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_1;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_2;$MONARCHTITLE$, $AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;$AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;$MONARCHTITLE$, $BADWORD$;Vezérünk, $AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;;;;;;x
WAR_OTHER_ACCEPT_3;declared war;a déclar?la guerre;hat ihrem neuen Feind;wypowiedzia?wojn?;ha declarado la guerra;hanno dichiarato guerra;hadat üzent;vyhlásil válku;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_4;on their new enemy;?ses nouveaux ennemis;$DEFENDER$;Jego nowym wrogiem jest:;a su nuevo enemigo;al loro nuovo nemico;és így új ellenfelet szerzett a következ?személyében:;svým nepøátelùm;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_5;$DEFENDER$;$DEFENDER$.; den Krieg erklärt.;$DEFENDER$.;$DEFENDER$;$DEFENDER$;$DEFENDER$;$DEFENDER$;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_LOG;$AGRESSOR$ declared war on $DEFENDER$.;$AGRESSOR$ a déclar?la guerre ?$DEFENDER$.;$AGRESSOR$ hat $DEFENDER$ den Krieg erklärt.;Pañstwo $AGRESSOR$ wypowiedzia³o wojn?pañstwu $DEFENDER$.;?AGRESSOR$ nos ha declarado la guerra!;$AGRESSOR$ ha dichiarato guerra a $DEFENDER$.;$AGRESSOR$ hadat üzent a következõnek: $DEFENDER$.;$AGRESSOR$ vyhlásil válku $DEFENDER$.;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,;
WAR_OTHER_ACCEPT_BTN3;Go to;Voir;Gehe zu;Id?do;Ir all?Andare;Menj ide:;Pøejít na;;;;;;x
DECLWAR_LIMITED;This war is a limited war.;Cette guerre est un conflit limit?;Dies ist ein eingeschränkter Krieg.;;Esta es una guerra limitada.;;;;;;;;;x
WAR_THEY_ACCEPT_SETUP;When we declare war on another nation;Si nous déclarons la guerre ?une autre nation;Wenn wir einem anderen Land den Krieg erklären;Kiedy wypowiadamy wojn?innemu pañstwu;Cuando declaramos la guerra a otra nación;Quando noi dichiariamo guerra a un'altra nazione;Mikor mi üzenünk hadat egy másik nemzetnek;Kdy?my vyhlásíme válku jinému národu;;;;;;x
WAR_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Asuntos Exteriores informa;;;;;;;;;x
WAR_THEY_ACCEPT_1;We declared war on;Nous avons déclar?la guerre ?Wir haben $DEFENDER$;$AGRESSOR$;Declaramos la guerra a ;Abbiamo dichiarato guerra a;Hadat üzentünk a következõnek:;Vyhlásili jsme válku;;;;;;x
WAR_THEY_ACCEPT_2;$DEFENDER$;$DEFENDER$.;den Krieg erklärt.;$DEFENDER$;$DEFENDER$;$DEFENDER$;$DEFENDER$;$DEFENDER$;;;;;;x
WAR_THEY_ACCEPT_3;*;*;*;*;*;*;*;;;;;;;x,,,,,,;
WAR_THEY_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x
WAR_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x
WAR_THEY_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x
WAR_THEY_ACCEPT_LOG;We declared war on $DEFENDER$.;Nous avons déclar?la guerre ?$DEFENDER$.;Wir haben $DEFENDER$ den Krieg erklärt.;Wypowiedzieliœmy wojn?$DEFENDER$.;?AGRESSOR$ nos ha declarado la guerra!;Abbiamo dichiarato guerra a $DEFENDER$.;Hadad üzentünk a következõnek: $DEFENDER$.;Vyhlásili jsme válku $DEFENDER$.;;;;;;x
WAR_THEY_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WAR_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WAR_THEY_ACCEPT_BTN3;Go to;Voir;Gehe zu;Id?do;Ir all?Andare;Menj ide:;Pøejít na;;;;;;x
WAR_THEY_ACCEPT_MAP;WAR!;DÉCLARATION DE GUERRE !;KRIEG!;WOJNA!;¡GUERRA!;GUERRA!;HÁBOR?;VÁLKA!;;;;;;x
LOSE_CORE_EFFECT_2;$WHO$ lose core on $LOSE$.\n;$WHO$ perd le contrôle de $LOSE$.\n;$WHO$ verliert Kernprovinzanspruch auf $LOSE$.\n;;$WHO$ ha perdido un núcleo en $LOSE$.\n;;;;;;;;;x
INFRA_LEVEL_HERE;Infrastructure at §Y$VAL$%§W.;Infrastructure ?§Y$VAL$%§W.;Infrastruktur in §Y$VAL$%§W.;;Infraestructuras en §Y$VAL$%§W.;;;;;;;;;x
COALITION_WIN;A coalition of §Y$IDE$§W got $VAL$% of the vote, and will form the basis of the government.;Une coalition de §Y$IDE$§W a obtenu $VAL$% du scrutin et formera la base du gouvernement.;Eine Koalition von §Y$IDE$§W erhielt $VAL$% der Stimmen und wird die Regierungsbasis bilden.;;Una coalición de §Y$IDE$§W ha obtenido el $VAL$% de los sufragios y formar?la base del gobierno.;;;;;;;;;x
COLONY_SUCCESS_SETUP;When we succeed with the colonization of a province.;Si nous réussissons ?coloniser une province.;Wenn Erfolg mit der Kolonisation einer Provinz haben.;;Cuando conseguimos la colonización de una provincia;;;;;;;;;x
COLONY_FAIL_SETUP;When we fail to colonize a province.;Si nous ne réussissons pas ?coloniser une province.;Wenn wir mit der Kolonisation einer Provinz scheitern.;;Cuando no conseguimos colonizar una provincia;;;;;;;;;x
TOPBAR_INC_SPEED;Increase Speed;Augmenter la vitesse;Geschwindigkeit erhöhen;;Aumentar la velocidad;;;;;;;;;x
REMOVE_TOPBAR_DEC_SPEED;Increase Speed;Augmenter la vitesse;Geschwindigkeit erhöhen;;Aumentar la velocidad;;;;;;;;;x
TOPBAR_CLOSE_OUTLINER;Close Outliner;Fermer l'aperçu;Outliner schließen;;Cerrar Outliner;;;;;;;;;x
TOPBAR_OPEN_OUTLINER;Open Outliner;Ouvrir l'aperçu;Outliner öffnen;;Abrir Outliner;;;;;;;;;x
SLOWEST_SPEED;Slowest Speed;Vitesse la plus lente;langsamster Geschwindigkeit;;Velocidad mínima;;;;;;;;;x
SLOW_SPEED;Slow Speed;Vitesse lente;langsamer Geschwindigkeit;;Velocidad lenta;;;;;;;;;x
NORMAL_SPEED;Normal Speed;Vitesse normale;normaler Geschwindigkeit;;Velocidad normal;;;;;;;;;x
FAST_SPEED;Fast Speed;Vitesse rapide;schneller Geschwindigkeit;;Velocidad rápida;;;;;;;;;x
FASTEST_SPEED;Fastest Speed;Vitesse la plus rapide;schnellster Geschwindigkeit;;Velocidad máxima;;;;;;;;;x
TOPBAR_DATE;This is the current date.\n(click to pause);Il s'agit de la date du jour.\n(cliquer pour mettre en pause);Dies ist das aktuelle Datum.\n(zum Pausieren klicken);;Esta es la fecha actual.\n(Haz clic para detener);;;;;;;;;x
TOPBAR_DATE_IS_PAUSED;This is the current date.\n(click to unpause);Il s'agit de la date du jour.\n(cliquer pour continuer);Dies ist das aktuelle Datum.\n(zum Weiterspielen klicken);;Esta es la fecha actual.\n(haz clic para reanudar partida);;;;;;;;;x
TOPBAR_PAUSE_INDICATOR;The game is currently paused.;La partie est actuellement mise en pause.;Das Spiel ist momentan pausiert.;;La partida est?actualmente detenida.;;;;;;;;;x
TOPBAR_SPEED_INDICATOR;The game is running at §Y$SPEED$§W.;La partie évolue ?§Y$SPEED$§W.;Das Spiel läuft mit §Y$SPEED$§W.;;La partida va a §Y$SPEED$§W.;;;;;;;;;x
PLAYER_COUNTRY_TOPBAR_RANK;$NAME$ is a §Y$RANK$§W.;$NAME$ est une §Y$RANK$§W.;$NAME$ ist ein §Y$RANK$§W.;;$NAME$ es un §Y$RANK$§W.;;;;;;;;;x
HAS_TECH_SCHOOL;Currently §Y$TECH$§W.\n;Actuellement, §Y$TECH$§W.\n;Derzeit §Y$TECH$§W.\n;;Actualmente ?TECH$§W.\n;;;;;;;;;x
HAS_NOT_TECH_SCHOOL;Not embracing §Y$TECH$§W.\n;Ne pas opter pour §Y$TECH$§W.\n;Folgt nicht: §Y$TECH$§W.\n;;No apoya §Y$TECH$§W.\n;;;;;;;;;x
NEW_CORE_EFFECT_TAG;$TAG$ will gain §Yall§W as core.\n;$TAG$ obtient un nouveau territoire cl?\n;$TAG$ erhält §Yall§W als Kernprovinz.\n;;$TAG$ ganar?§Ytodo§W como núcleo.\n;;;;;;;;;x
ANY_OWNED_LIMITED;For Any province that is\n;Pour toute province qui est\n;Für jede Provinz, die\n;;Para cualquier provincia que esté\n;;;;;;;;;x
TECH_MINE_SIZE;Mine Size;Taille de la mine;Minengröße;;Tamaño de la mina;;;;;;;;;x
TECH_FARM_SIZE;Farm Size;Taille de la ferme;Farmgröße;;Tamaño de la granja;;;;;;;;;x
NO_TECH_SELECTED;None Selected;Pas de sélection;Keine ausgewählt;;Nada seleccionado;;;;;;;;;x
IS_CIVILIZED;is civilized.;est civilis?;ist zivilisiert.;;es civilizada.;;;;;;;;;x
IS_NOT_CIVILIZED;is NOT civilized.;n'est PAS civilis?;ist NICHT zivilisiert.;;NO es civilizada.;;;;;;;;;x
IS_INDEP;is NOT under foreign influence.;n'est PAS sous influence étrangère.;steht NICHT unter ausländischem Einfluss.;;NO est?bajo influencia extranjera.;;;;;;;;;x
IS_NOT_INDEP;is under foreign influence.;est sous influence étrangère.;steht unter ausländischem Einfluss.;;est?bajo influencia extranjera.;;;;;;;;;x
ELECTION_INFO_IN_GOV;Election Campaign in Progress;Campagne électorale en cours;Wahlkampf im Verlauf;;Campaña electoral en marcha;;;;;;;;;x
REGIMENT_POP_NAME;$NUM$$ORDER$ $POP$ $TYPE$;$NUM$$ORDER$ $POP$ $TYPE$;$NUM$$ORDER$ $POP$ $TYPE$;;$NUM$$ORDER$ $POP$ $TYPE$;;;;;;;;;x
REGIMENT_HOME_NAME;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;;$NUM$$ORDER$ $HOME$ $TYPE$;;;;;;;;;x
SUBUNIT_POP;§Y$CULTURE$§W $TYPE$ from §Y$LOCATION$§W.;$TYPE$ §Y$CULTURE$§W provenant de §Y$LOCATION$§W.;§Y$CULTURE$§W $TYPE$ von §Y$LOCATION$§W.;;$TYPE$ §Y$CULTURE$§W de §Y$LOCATION$§W.;;;;;;;;;x
army_tech_research_bonus;Army Tech Research;Recherche en technologie militaire;Militärtechnologieforschung;;Investigación de tecnología del ejército;;;;;;;;;x
commerce_tech_research_bonus;Commerce Tech Research;Recherche en technologie commerciale;Handelstechnologieforschung;;Investigación de tecnología de comercio;;;;;;;;;x
culture_tech_research_bonus;Culture Tech Research;Recherche en technologie culturelle;Kulturtechnologieforschung;;Investigación de tecnología de cultura;;;;;;;;;x
industry_tech_research_bonus;Industry Tech Research;Recherche en technologie industrielle;Industrietechnologieforschung;;Investigación de tecnología de la industria;;;;;;;;;x
navy_tech_research_bonus;Navy Tech Research;Recherche en technologie navale;Marinetechnologieforschung;;Investigación de tecnología de la armada;;;;;;;;;x
THERE_ARE_BACKING;§Y$VAL$§W of the population want this reform.;§Y$VAL$§W de la population veut cette réforme.;§Y$VAL$§W der Bevölkerung will diese Reform.;;El §Y$VAL$§W de la población quiere esta reforma.;;;;;;;;;x
ORG_EXPLANATION_TT;The higher this percentage is, the stronger the rebel uprising will become.;Plus ce pourcentage est élev? plus le soulèvement rebelle se renforce.;Je höher dieser Prozentwert ist, desto stärker wird der Rebellenaufstand.;;Cuanto mayor sea este porcentaje, más virulenta ser?la rebelión.;;;;;;;;;x
COLONIAL_MIGRATION_TECH;Colonial Migration;Migration coloniale;Kolonialabwanderung;;Emigración colonial;;;;;;;;;x
COMBAT_WIDTH_TECH;Combat Width;Aire de combat;Gefechtsbreite;;Anchura del combate;;;;;;;;;x
PLURALITY_EXPLANATION;Plurality is the shared level of consciousness in our country. The memories of the past victories and defeats in the name of liberty remind our people of what could be.;La pluralit?correspond au niveau partag?de conscience nationale. Les souvenirs des victoires et défaites passées au nom de la libert?rappellent ?notre peuple ce qui aurait pu arriver.;Die Pluralität ist das allgemeine Bewusstseinsniveau in Ihrem Land. Die Erinnerungen an vergangene Siege und Niederlagen im Namen der Freiheit erinnern Ihre Bevölkerung daran, was möglich sein könnte.;;La pluralidad es el nivel de conciencia compartida en nuestro país. Los recuerdos de las victorias y derrotas pasadas en nombre de la libertad recuerdan a nuestro pueblo lo que podría ser.;;;;;;;;;x
REMOVE_REVANCHISM_EXPLANATION;From the French word revenge, Revanchism is the yearning for the return for our rightful land. Our people are ready to make greater sacrifices for their return.;Dériv?du terme revanche, le revanchisme correspond au désir de retrouver notre terre légitime. Notre peuple est prêt ?de grands sacrifices pour y parvenir.;Revanchismus ist von dem französischen Wort für Rache abgeleitet und steht für das Verlangen nach der Rückkehr unseres rechtmäßigen Territoriums. Unser Volk ist bereit, dafür große Opfer zu bringen.;;Originario de la palabra francesa 'revenge', el revanchismo es el anhelo por recuperar la tierra que nos corresponde por derecho. Nuestra gente est?dispuesta a hacer grandes sacrificios para recuperarla.;;;;;;;;;x
GAIN_PROVINCE;Gain §Y$WHERE$§W from §Y$WHO$§W.\n;Obtention de §Y$WHERE$§W de §Y$WHO$§W.\n;§Y$WHERE$§W muss §Y$WHO$§W abgerungen werden.\n;;Gana §Y$WHERE$§W de §Y$WHO$§W.\n;;;;;;;;;x
REVANCHISM_LOWER;Revanchism lower than §Y$VAL$§W.\n;Revanchisme inférieur ?§Y$VAL$§W.\n;Revanchismus ist geringer als §Y$VAL$§W.\n;;Revanchismo por debajo de §Y$VAL$§W.\n;;;;;;;;;x
REVANSCHISM_ATLEAST;Revanchism is at least §Y$VAL$§W.\n;Le revanchisme est d'au moins §Y$VAL$§W.\n;Revanchismus ist mindestens §Y$VAL$§W.\n;;El revanchismo est?al menos a §Y$VAL$§W.\n;;;;;;;;;x
CANAL_1;Kiel Canal;Canal de Kiel;Nord-Ostsee-Kanal;;Canal de Kiel;;;;;;;;;x
CANAL_2;Suez Canal;Canal de Suez;Suezkanal;;Canal de Suez;;;;;;;;;x
CANAL_3;Panama Canal;Canal de Panama ;Panamakanal;;Canal de Panam?;;;;;;;;x
ENABLE_CANAL;Build the §Y$NAME$§W!\n;Construire §Y$NAME$§W !\n;§Y$NAME$§W bauen!\n;;¡Construir el §Y$NAME$§W!\n;;;;;;;;;x
CANAL_NOT_ENABLED;The §Y$NAME$§W has NOT been built.;§Y$NAME$§W n'a PAS ét?construit.;Der §Y$NAME$§W wurde NICHT gebaut.;;El §Y$NAME$§W NO se ha construido.;;;;;;;;;x
CANAL_ENABLED;§Y$NAME$§W exists!;§Y$NAME$§W existe !;§Y$NAME$§W existiert bereits!;;¡El §Y$NAME$§W ya existe!;;;;;;;;;x
ADMINISTRATIVE_TAX_EFFICIENCY;Administrative Tax Efficiency: §Y$VALUE$§W%.;Efficacit?fiscale administrative : §Y$VALUE$§W%.;Verwaltungseffizienz: §Y$VALUE$§W%.;;Eficacia de los impuestos administrativos: §Y$VALUE$§W%.;;;;;;;;;x
AVG_MIL_ON_MAP;Average Militancy: §Y$VALUE$§W;Militantisme moyen : §Y$VALUE$§W;Durchschnittliche Militanz: §Y$VALUE$§W;;Media de militancia: §Y$VALUE$§W;;;;;;;;;x
POP_PRODUCED;Produced: §Y$VAL$§W;Biens produits : §Y$VAL$§W;Produziert: §Y$VAL$§W;;Producido: §Y$VAL$§W;;;;;;;;;x
POP_SOLD;Sold: §Y$VAL$§W;Biens vendus : §Y$VAL$§W;Verkauft: §Y$VAL$§W;;Vendido: §Y$VAL$§W;;;;;;;;;x
POP_SOLD_DOMESTIC;Sold(Domestic): §Y$VAL$§W;Biens vendus (au niveau national) : §Y$VAL$§W;Verkauft (national): §Y$VAL$§W;;Vendido (interior): §Y$VAL$§W;;;;;;;;;x
POP_SOLD_EXPORT;Sold(Export): §Y$VAL$§W;Biens vendus (exportation) : §Y$VAL$§W;Verkauft (Export): §Y$VAL$§W;;Vendido (exportación): §Y$VAL$§W;;;;;;;;;x
POP_WANT_BOUGHT;Bought: §Y$VAL$§W;Biens achetés : §Y$VAL$§W;Gekauft: §Y$VAL$§W;;Comprado: §Y$VAL$§W;;;;;;;;;x
POP_WANT_BUY;Wanted: §Y$VAL$§W;Biens souhaités : §Y$VAL$§W;Gewünscht: §Y$VAL$§W;;Se necesita: §Y$VAL$§W;;;;;;;;;x
POP_WANT_AFFORD;Afforded: §Y$VAL$§W;Biens accordés : §Y$VAL$§W;Finanzierbar: §Y$VAL$§W;;Permitido: §Y$VAL$§W;;;;;;;;;x
POP_PRODUCER_MARKET;This Producer;Ce producteur;Dieser Produzent;;Este productor;;;;;;;;;x
POP_WORLD_MARKET;§YWorld Market§W;§YMarch?mondial§W;§YWeltmarkt§W;;§YMercado mundial§W;;;;;;;;;x
OR_TRIG_SHORT;Either..;Ou...;Entweder ...;;Cualquiera...;;;;;;;;;x
GENERAL;General;Général;General;;General;;;;;;;;;x
ADMIRAL;Admiral;Amiral;Admiral;;Almirante;;;;;;;;;x
CURR_COMB_STR;Current Strength at ;Force actuelle ?;Momentane Stärke bei;;Fuerza actual:;;;;;;;;;x
CURR_COMB_ORG;Organization at ;Organisation ?;Organisation bei;;Organización:;;;;;;;;;x
UW_ASSIGN;Auto Assign;Attribution auto.;Autom. Zuteilung;;Asignar auto.;;;;;;;;;x
RANK_PRESTIGE;Prestige;Prestige;Prestige;;Prestigio;;;;;;;;;x
RANK_PRESTIGE_D;Prestige is accumulated through cultural development and performing well with your country;Le développement culturel ainsi que les résultats de votre pays vous permettent d'améliorer votre prestige.;Prestige wird durch kulturelle Entwicklungen und generelle Fortschritte Ihres Landes angesammelt.;;El prestigio se acumula con el desarrollo cultural y gestionando bien tu país.;;;;;;;;;x
RANK_INDUSTRY;Industrial Power;Puissance industrielle;Industriestärke;;Potencia industrial;;;;;;;;;x
RANK_INDUSTRY_D;Industry score is a measure of your level of industrialization. It is a combination of the number of factories and the total value of the goods output of your country.;Le score industriel permet de mesurer votre niveau d'industrialisation. Il combine le nombre d'usine ainsi que la valeur de production totale de votre pays.;Der Industriewert misst, wie hoch Ihre Industrialisierungsstufe ist. Er ist eine Kombination aus der Anzahl Ihrer Fabriken und dem Gesamtwert der Industrieleistung Ihres Landes.;;La puntuación industrial mide tu nivel de industrialización. Es una combinación del número de fábricas y el valor total de los bienes de tu país.;;;;;;;;;x
RANK_MILITARY;Military Power;Puissance militaire;Militärstärke;;Potencia militar;;;;;;;;;x
RANK_MILITARY_D;The Military score is a measure of the power of your army, it scores your military by both size and equipment.;Le score militaire permet de mesurer la puissance de votre armée en termes de taille et d'équipement.;Der Militärwert misst die Stärke Ihrer Streitkräfte. Dabei werden sowohl Mannstärke als auch Ausrüstung in Betracht gezogen.;;La puntuación militar mide la potencia de tu ejército en función de su tamaño y equipo.;;;;;;;;;x
RANK_TOTAL_D;The eight countries with the highest rank are §YGreat Powers§W who have the ability to influence and control lesser nations. The next eight are §YSecondary Powers§W who have the ability to colonize, and will challenge the great powers at times. The final two ranks are §Ycivilized§W and §Yuncivilized§W nations, who are rated depending if they are westernized or not.;Les huit nations les plus influentes sont considérées comme étant des §YGrandes Puissances§W et peuvent influencer et contrôler les autres nations. Les huit nations suivantes sont désignées comme étant des §YPuissances Secondaires§W et peuvent coloniser et parfois défier les Grandes Puissances. Les dernières correspondent aux nations §Ycivilisées§W et §Ynon civilisées§W, et sont classées selon qu'elles sont occidentalisées ou non.;Die acht ranghöchsten Länder sind §YGroßmächte§W, denen es möglich ist, weniger gut entwickelte Länder zu beeinflussen und zu kontrollieren. Die Plätze neun bis sechszehn belegen die §YMächte zweiten Ranges§W, die ebenfalls Kolonien gründen können, und die Großmächte früher oder später herausfordern werden. Das Spiel unterscheidet außerdem zwischen §Yzivilisierten§W und §Yunzivilisierten§W Nationen - also ob ein Land verwestlicht ist oder nicht.;;Los ocho países con mayor rango son §Ygrandes potencias§W, que tienen la habilidad para influenciar y controlar a las naciones menores. Los ocho siguientes son §Ypotencias secundarias§W, que tienen la habilidad de colonizar y pueden desafiar a las grandes potencias en ocasiones. Los dos últimos apartados son naciones §Ycivilizadas§W y §Ysin civilizar§W, que se valoran dependiendo de su nivel de occidentalización.;;;;;;;;;x
TYPE_SPECIAL;Other;Unités d'appui;Andere;;Otros;;;;;;;;;x
COVIEW_ORG_VALUE;Current level of organization;Niveau actuel d'organisation;Aktuelle Organisationsstufe;;Nivel actual de organización;;;;;;;;;x
COVIEW_STR_NAVAL;The amount of ships in this fleet.;Nombre de navire de cette flotte.;Die Anzahl der Schiffe in dieser Flotte.;;La cantidad de barcos de esta flota.;;;;;;;;;x
COVIEW_STR_LAND;Amount of men fighting on this side.;Nombre d'hommes se battant dans ce camp.;Anzahl der Soldaten, die auf dieser Seite kämpfen.;;La cantidad de hombres que lucha en este bando.;;;;;;;;;x
MAY_NOT_RETREAT;It is not possible, nor would it be honorable, to retreat from a battle while the battle is still starting up.;Il n'est pas possible, question d'honneur, de se retirer d'une bataille qui débute.;Es ist nicht möglich und wäre auch nicht ehrenhaft, sich aus einer Schlacht zurückzuziehen, die gerade erst beginnt.;;No es posible, ni sería honorable, retirarse de una batalla que no ha hecho más que empezar.;;;;;;;;;x
COMBAT_DICE;Die roll for this side in this phase.;tirage pour ce camp dans cette phase;Würfeln für diese Seite in dieser Phase.;Wydarzenia losowe dla tej strony w tej fazie walki.;Modo de mapa comercial;Lancio di dadi per questo campo in questa fase.;Kockadobás ebben a szakaszban, ennek az oldalnak.;Hod kostkou pro tuto stranu v této fázi.;;;;;;x
COMBAT_TERRAIN;Terrain penalty on attacker.;Pénalit?du terrain sur l'attaquant.;Terrain-Strafe für Angreifer.;Kara terenu dla atakuj¹cego.;El modificador relativo del valor de Choque del líder al mando comparado con el del líder rival.;Penalit?di terreno sull'attaccante.;Terepbüntetés a támadóra;Terénn?postih útoèníka.;;;;;;x
