TENSION_FROM_GP_WARS;Great Powers at War: §Y$VAL$?;;Im Krieg befindliche Grosmachte: §Y$VAL$?;;;;;;;;x;;;
TENSION_FROM_GP_DISARMED;Disarmed Great Powers: §Y$VAL$?;;Entwaffnete Grosmachte:  §Y$VAL$?;;;;;;;;x;;;
TENSION_FROM_GP_RANK;Great Power Ranking: §Y$VAL$?;;Grosmachte-Wertung: §Y$VAL$?;;;;;;;;x;;;
HAS_NOT_CULTURAL_SPHERE;Does NOT have a cultural sphere;;besitzt KEINEN kulturellen Einflussbereich;;;;;;;;x;;;
HAS_CULTURAL_SPHERE;Has a cultural sphere;;besitzt einen kulturellen Einflussbereich;;;;;;;;x;;;
LOAD_SAVEGAME_FAIL;Failed to load the savegame.;;Laden des gespeicherten Spielstandes fehlgeschlagen.;;;;;;;;x;;;
NEWS_TOOLTIP_UNREAD;You have §G$NUM$? unread newspapers out of §G$MAX$? printed.;;Ihr habt §G$NUM$? ungelesene Zeitungen von §G$MAX$? veroffentlichten.;;;;;;;;x;;;
NEWS_TOOLTIP_NO_NEW;There are no unread newspapers.;;Es gibt keine neuen, ungelesenen Zeitungen.;;;;;;;;x;;;
become_independent_desc;Declare independence from your overlord through force of arms;;Erklart mit Waffengewalt Eure Unabhangigkeit von Eurem Herrscher;;;;;;;;x;;;
CRISIS_DAYS_UNTIL_WAR;War will break out in §Y$DAYS$? days if a diplomatic solution is not found.;;In §Y$DAYS$? Tag(en) wird Krieg ausbrechen, wenn keine diplomatische Losung gefunden wird.;;;;;;;;x;;;
REMOVEFROMSPHERE_COST_NO_INFAMY;This will cost §R$PRESTIGE$? prestige;;Dies wird Euch §R$PRESTIGE$? Prestige kosten;;;;;;;;x;;;
REMOVEFROMSPHERE_COST;This will cost §R$PRESTIGE$? prestige and give you §R$INFAMY$? infamy;;Dies wird §R$PRESTIGE$? Prestige kosten und Euch §R$INFAMY$? Infamie einbringen;;;;;;;;x;;;
REMOVEFROMSPHERE_DESC;Removes nation from a §YGreat Power§W's Sphere of Influence.;;Entfernt die Nation aus dem Einflussbereich einer §YGrosmacht§W.;;;;;;;;x;;;
CRISIS_INTEREST;Their interest: §Y$VAL$?;;Ihre Zinsen: §Y$VAL$?;;;;;;;;x;;;
CRISIS_MAKE_OFFER_INVALID;You must offer them something!;;Ihr musst ihnen etwas anbieten!;;;;;;;;x;;;
CRISIS_MAKE_OFFER_NOT_LEADER;You must be a leader in the crisis to make offers.;;Ihr musst der Anfuhrer in diesem Konflikt sein, um Angebote machen zu konnen.;;;;;;;;x;;;
CRISIS_MAKE_OFFER;Make an offer to §Y$COUNTRY$? to entice them to back your side.;;Macht §Y$COUNTRY$? ein Angebot, um sie zu kodern, Euch Ruckhalt zu geben. ;;;;;;;;x;;;
CRISIS_AI_WANTS_TO_BACK_1;has not decided who to support.;;hat noch nicht entschieden, welche Seite sie unterstutzen.;;;;;;;;x;;;
CRISIS_AI_WANTS_TO_BACK_2;is leaning towards supporting;;neigt zur Unterstutzung von;;;;;;;;x;;;
CRISIS_AI_WANTS_TO_BACK_3;is strongly inclined to support;;neigt stark zur Unterstutzung von;;;;;;;;x;;;
CRISIS_AI_INTEREST;Their interest in supporting;;Ihr Interesse zur Unterstutzung von;;;;;;;;x;;;
unification_release_puppet_cb_setup;Release $THIRD$ from $RECIPIENT$ and add them to your sphere of influence;;Befreit $THIRD$ von $RECIPIENT$ und fugt sie Eurem Einflussbereich hinzu;;;;;;;;x;;;
unification_release_puppet_cb_desc;Release our cultural kin from the control of foreigners and add them to your sphere of influence;;Befreit unsere kulturelle Sippschaft aus der Kontrolle der Fremden und fugt sie Eurem Einflussbereich hinzu;;;;;;;;x;;;
unification_release_puppet_cb;Free Cultural Kin;;Befreit kulturelle Sippschaft;;;;;;;;x;;;
unification_release_puppet_cb_short;$THIRD$ is released;;$THIRD$ wurde befreit;;;;;;;;x;;;
AIREASON_STRATEGIC_INTERESTS;Strategic Interests;;Strategische Interessen;;;;;;;;x;;;
AIREASON_BACKED_BY_ALLY;Backed by Ally;;Durch Bundnispartner unterstutzt;;;;;;;;x;;;
AIREASON_ALLY;Ally;;Bundnispartner;;;;;;;;x;;;
AIREASON_TOO_EARLY_IN_CRISIS;Early in Crisis;;Zu fruh im Konflikt;;;;;;;;x;;;
AIREASON_CRISIS_OFFER;$WARGOAL$:;;$WARGOAL$:;;;;;;;;x;;;
AIREASON_ATTACKING_ALLY;Attacking Ally;;Greift Bundnispartner an;;;;;;;;x;;;
AIREASON_ATTACKING_FRIENDS;Attacking Friends;;Greift Freunde an;;;;;;;;x;;;
AIREASON_ATTACKING_ENEMIES;Attacking Enemies;;Greift Feinde an;;;;;;;;x;;;
AIREASON_COMMON_FOE;Common Foe;;Gemeinsamer Feind;;;;;;;;x;;;
AIREASON_WAR_WITH_SPHERE_LEADER;War with Sphere Leader;;Krieg mit dem Einflussspharen-Anfuhrer;;;;;;;;x;;;
AIREASON_CONSTRUCTING_CB;Strategic Interests;;Strategische Interessen;;;;;;;;x;;;
AIREASON_HELD_CORES;Owns Core Provinces;;Besitzt Kernprovinzen;;;;;;;;x;;;
AIREASON_NEGATIVE_RELATIONS;Negative Relations;;Negative Beziehungen;;;;;;;;x;;;
AIREASON_THREATS;Threats;;Drohungen;;;;;;;;x;;;
AIREASON_TOO_MANY_GP_ALLIES;Too many Great Power allies;;Zu viele Grosmacht-Bundnispartner;;;;;;;;x;;;
AIREASON_DESIRES_GP_ALLY;Wants a Great Power ally;;Mochte ein Grosmacht-Bundnispartner;;;;;;;;x;;;
AIREASON_ALLY_OF_ALLY;Ally of Ally;;Bundnispartner von Bundnispartner;;;;;;;;x;;;
AIREASON_TOO_MANY_ALLIANCES;Too Many Alliances;;Zu viele Bundnisse;;;;;;;;x;;;
AIREASON_RELATIVE_ARMY_STRENGTH;Army Strength;;Truppen-Starke;;;;;;;;x;;;
AIREASON_RELATIVE_NAVY_STRENGTH;Navy Strength;;Flotten-Starke;;;;;;;;x;;;
AIREASON_CURRENT_WARS;Current Wars;;Aktuelle Kriege;;;;;;;;x;;;
AIREASON_OUR_CASUS_BELLI;Our Casus Belli;;Unser Kriegsgrund;;;;;;;;x;;;
AIREASON_YOUR_CASUS_BELLI;Your Casus Belli;;Euer Kriegsgrund;;;;;;;;x;;;
AIREASON_CIV_VS_UNCIV;Civilized vs Uncivilized;;Ziviliziert gegen Unzivilisiert;;;;;;;;x;;;
AIREASON_DIPLOMATIC_GOALS;Political Considerations;;Politische Uberlegungen;;;;;;;;x;;;
AIREASON_DISTANCE;Distance;;Distanz;;;;;;;;x;;;
AIREASON_DIFFERENT_GOVTYPES;Government Type;;Regierungsart;;;;;;;;x;;;
AIREASON_OUR_SPHERE;Our Sphere;;Unsere Einflusssphare;;;;;;;;x;;;
AIREASON_OTHER_SPHERE_LEADER;Other Sphere Leader;;Andere Einflussspharen-Anfuhrer;;;;;;;;x;;;
AIREASON_OTHER_SPHERE;Other Sphere;;Andere Einflusssphare;;;;;;;;x;;;
AIREASON_OVERLORD;Overlord;;Herrscher;;;;;;;;x;;;
AIREASON_BADBOY;Infamy;;Infamie;;;;;;;;x;;;
AIREASON_RELATIONS;Relations;;Beziehungen;;;;;;;;x;;;
AIREASON_GP_RELATIONS;Opinion;;Meinung;;;;;;;;x;;;
AIREASON_BASE_RELUCTANCE;Base Reluctance;;Basis-Zuruckhaltung;;;;;;;;x;;;
AI_DIPLOMATIC_VALUE;Diplomatic Value;;Diplomatischer Wert;;;;;;;;x;;;
AI_DIPLO_NO;They will not accept;;Sie werden nicht akzeptieren;;;;;;;;x;;;
AI_DIPLO_YES;They will accept;;Sie werden akzeptieren;;;;;;;;x;;;
SHIP_BUILD_MIN_BASE_LEVEL_WARNING;§RCannot be built in this naval port. Requires level §Y$LVL$§R or greater.?;;§RKann in diesem Marinehafen nicht gebaut werden. Erfordert Stufe §Y$LVL$§R oder besser.?;;;;;;;;x;;;
NAVAL_BASE_OVERSEAS_LIMIT;§RCapital ships cannot be built in overseas provinces.?;;§RGroskampfschiffe konnen nicht in Ubersee-Provinzen gebaut werden.?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_TITLE;The estimated fire power is §G$POWER$?:;;Die geschatzte Feuerkraft betragt §G$POWER$?:;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_BASE;§Y$UNIT$? base attack: §G$VAL$?;;§Y$UNIT$? Grundangriff: §G$VAL$?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_TORP;Torpedo attack: §G$VAL$?;;Torpedo-Angriff: §G$VAL$?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_LUCK;Luck and decisions: §Y$VAL$%?;;Gluck und Entscheidungen: §Y$VAL$%?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_HULL;Reduced by opponent hull (§R$HULL$?): §R$VAL$%?;;Durch gegnerischen Rumpf (§R$HULL$?) reduziert um: §R$VAL$%?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_EXP;Reduced by opponent experience (§R$EXP$%?): §R$VAL$%?;;Durch gegnerische Erfahrung (§R$EXP$%?) reduziert um: §R$VAL$%?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_NOORG;Opponent has no organization: §Y$VAL$%?;;Gegner besitzt keine Organisation: §Y$VAL$%?;;;;;;;;x;;;
NAVAL_COMBAT_DAMAGE_DESC_STR;Reduced by our strength: §R$VAL$%?;;Durch unsere Starke reduziert: §R$VAL$%?;;;;;;;;x;;;
NAVAL_COMBAT_HIT_CHANCE_DESC;Hitting chance: §Y$VAL$%?;;Trefferchance: §Y$VAL$%?;;;;;;;;x;;;
NAVAL_COMBAT_HIT_CHANCE_DESC_EVA;(reduced by opponent evasion §R$VAL$%?);;(Durch gegnerische Ausweichrate §R$VAL$%? reduziert);;;;;;;;x;;;
COLONY_ADD_INFLUENCE;Add colonial influence;;Kolonialen Einfluss hinzufugen;;;;;;;;x;;;
COLONIZE_PHASE_INTEREST;Establishing interest;;Interesse etablieren;;;;;;;;x;;;
COLONIZE_PHASE_INTEREST_DESC;Compete with investment of colonial power. The top two countries when someone gets $LEVELS$ levels ahead go on to next state of competition;;Investiert in den Wettstreit Kolonialmacht. Die zwei besten Lander treten in die nachste Phase des Wettstreits ein, sobald jemand $LEVELS$ Stufen Vorsprung hat.;;;;;;;;x;;;
COLONIZE_PHASE_INFLUENCE;Colonial competition;;Einfluss sichern;;;;;;;;x;;;
COLONIZE_PHASE_INFLUENCE_DESC;Two countries battle with colonial power until one side can not match influence. Every time investment is made tension in state will increase and if it gets too hot turns into a crisis.;;Zwei Lander wettstreiten mit Einsatz von Kolonialmacht, bis eine Seite dem Einfluss nichts mehr entgegenzusetzen hat. Mit jeder Investition steigt die Spannung im Staat und wenn die Stimmung zu sehr hochkocht, bricht ein Konflikt aus.;;;;;;;;x;;;
COLONIZE_PHASE_COLONIZATION;Colonization;;Kolonisierung;;;;;;;;x;;;
COLONIZE_PHASE_COLONIZATION_DESC;Winner of previous phases has $MONTHS$ months to convert to a colony or lose investments.;;Der Gewinner der vorhergehenden Phasen hat  $MONTHS$ Monate, um eine Kolonie zu konvertieren, oder er verliert alle Investitionen.;;;;;;;;x;;;
TICKING_WARSCORE_DESC_GRACE;$VAL$ (§Y$DAY$? days left).;;$VAL$ (§Y$DAY$? Tag(e) verbleiben).;;;;;;;;x;;;
TICKING_WARSCORE_DESC_GRACE_EXPLAIN;Territorial war goals that are at least §G$MIN$%? fulfilled will gradually add war score to the claimant.\nIf a war goal is not fulfilled after §Ygrace period of $DAYS$ days? it will instead add war score to the owner. A goal occupied by the claimant and retaken by the owner will gradually revert to §Y0? score to either side.;;Territoriale Kriegsziele, die wenigstens zu §G$MIN$%? erfullt sind, geben dem Anspruchsteller mit der Zeit Kriegspunkte.\nWenn ein Kriegsziel nach einer §YFrist von $DAYS$ Tag(en)? nicht erfullt ist, so erhalt der Besitzer Kriegspunkte. Ein vom Anspruchssteller besetztes und vom Besitzer zuruckerobertes Ziel wird auf beiden Seiten schrittweise die Punkte auf §Y0? zurucksetzen.;;;;;;;;x;;;
TICKING_WARSCORE_FULFILL_TERRITORY_WG;§GFulfilled when occupying at least $MIN$% provinces of the targeted state(s) of this war goal.?;;§GIst erfullt, wenn mindestens $MIN$% der Provinzen der Zielstaaten dieses Kriegsziels eingenommen wurden.?;;;;;;;;x;;;
TICKING_WARSCORE_FULFILL_TERRITORY_ANY;§GFulfilled when occupying at least $MIN$% provinces belonging to the targeted nation.?;;§GIst erfullt, wenn mindestens $MIN$% der Provinzen im Besitz der Zielnation eingenommen wurden.?;;;;;;;;x;;;
TICKING_WARSCORE_FULFILL_BATTLE;§GFulfilled when we have a greater war score from battles, once at least §G$BAT$? have been fought.?;;§GIst erfullt, wenn wir einen hohere Kriegswertung durch Gefechte bekommen, sobald mindestens §G$BAT$? gekampft wurden.?;;;;;;;;x;;;
CREATE_PROTECTORATE;Create Protectorate;;Protektorat erstellen;;;;;;;;x;;;
COUNTRYALERT_NO_Colonial;Nothing in our colonies needs attention.;;Nichts in unseren Kolonien bedarf unserer Aufmerksamkeit.;;;;;;;;x;;;
COUNTRYALERT_NO_Crisis;No current crisis.;;Kein aktueller Konflikt.;;;;;;;;x;;;
COUNTRYALERT_Crisis;Current crisis is at a temperature of §Y$TEMPERATURE$?;;Aktuelle Konflikttemperatur: §Y$TEMPERATURE$?;;;;;;;;x;;;
HAS_GOODS_IN_STATE;Producing $GOODS$ in state.;;Produziert $GOODS$ im Staat.;;;;;;;;x;;;
HAS_NO_GOODS_IN_STATE;Is not producing $GOODS$ in state.;;Produziert kein(e) $GOODS$ im Staat.;;;;;;;;x;;;
NORMAL_WAR_LIBERATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Freedom;$ORDER$$FIRST$ guerre de liberation $COUNTRY_ADJ$;$ORDER$$FIRST$-$COUNTRY_ADJ$er Freiheitskrieg;;$ORDER$ Guerra $FIRST$ de liberacion $COUNTRY_ADJ$;;;;;;;;;x
AGRESSION_WAR_LIBERATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Liberation;;$ORDER$$FIRST$-$COUNTRY_ADJ$er Befreiungskrieg;;;;;;;;x;;;
CANT_COLONIZE;§RUnable to colonize:?;;§RKolonisierung nicht moglich:?;;;;;;;;x;;;
COLONIZE_LAST_INVESTMENT;We have just invested in this area. Next investment can be done after §Y$DATE$?;;Wir haben gerade erst in diese Gegend investiert. Nachste Investition moglich nach §Y$DATE$? ;;;;;;;;x;;;
COLONY_INVEST_COST;Cost of investment: §Y$COST$? Colonial Power;;Investitionskosten: §Y$COST$? Kolonialmacht;;;;;;;;x;;;
COLONY_INVEST_COST_LACK;Cost of investment: §R$COST$? Colonial Power;;Investitionskosten: §R$COST$? Kolonialmacht;;;;;;;;x;;;
COLONIAL_INVESTMENT;Currently invested: §R$VALUE$?;;Aktuell investiert: §R$VALUE$?;;;;;;;;x;;;
COLONIAL_MAINTENANCE;Power tied up in maintenance: §R$VALUE$?;;Durch Versorgung gebundene Kolonialmacht: §R$VALUE$?;;;;;;;;x;;;
AVAILABLE_COLONIAL_POWER;Available: §Y$VALUE$?;;Verfugbar: §Y$VALUE$?;;;;;;;;x;;;
PW_PROTECTORATE;Protectorate;;Protektorat;;;;;;;;x;;;
PW_UPGRADE_TO_COLONY;Click to convert to upgrade to colony. You need §Y$VALUE$? colonial power points free to do this.;;Klickt, um eine Kolonie zu konvertieren und aufzuwerten. Ihr benotigt §Y$VALUE$? verfugbare Kolonialmacht, um dies tun zu konnen.;;;;;;;;x;;;
PW_CANT_UPGRADE_TO_COLONY;Upgrading to colony cost §R$VALUE$? colonial power points.;;Die Aufwertung zur Kolonie kostet §R$VALUE$? Punkte Kolonialmacht.;;;;;;;;x;;;
PW_CANT_UPGRADE_TO_STATE;Incorporating as a state cost §R$VALUE$? colonial power points.;;Die Einfuhrung als Staat kostet §R$VALUE$? Punkte Kolonialmacht.;;;;;;;;x;;;
CREATE_DOMINION;Release Dominion;;Dominion entlassen;;;;;;;;x;;;
CANT_CREATE_PROTECTORATE_COST;You need to have §R$VALUE$? free colonial power points to create a protectorate.;;Ihr benotigt  §R$VALUE$? verfugbare Kolonialmacht-Punkte, um ein Protektorat zu erschaffen.;;;;;;;;x;;;
MULTI_SEL_DESC;§GSHIFT+LMB? to pick multiple units from current selection.;;§GSHIFT+LMT?, um mehrere Einheiten in der momentanen Auswahl auszuwahlen.;;;;;;;;x;;;;
SM_DETAILS;Details;;Details;;;;;;;;x;;;;
DISBAND_ALL;Disband all selected units;;Alle ausgewahlten Einheiten auflosen;;;;;;;;x;;;;
DISBAND_ALL_TITLE;Disband all units;;Alle Einheiten auflosen;;;;;;;;x;;;;
DISBAND_ALL_DESC;Are you sure that you want to §RDISBAND? §Y$NUM$? units?;;Seid Ihr sicher, dass Ihr §Y$NUM$? Einheiten §RAUFLOSEN? wollt?;;;;;;;;x;;;;
DATE_DIFF_A;$Y$ years, $M$ months and $D$ days;;$Y$ Jahre, $M$ Monat) und $D$ Tage;;;;;;;;x;;;;
DATE_DIFF_B;$M$ months and $D$ days;;$M$ Monate und $D$ Tage;;;;;;;;x;;;;
DATE_DIFF_C;$D$ days;;$D$ Tage;;;;;;;;x;;;;
TORPEDO_ATTACK;Torpedo Attack;;Torpedo-Angriff;;;;;;;;x;;;;
TORPEDO_ATTACK_DESC;Torpedo attacks do extra damage against larger ships.;;Torpedo-Angriffe richten gegen grosere Schiffe mehr Schaden an.;;;;;;;;x;;;;
NAVAL_COMBAT_STACK_PENALTY_DESC;§YCoordination penalty §R$PEN$%§Y caused by poor communication in the fleet, it makes it more difficult for our ships to find targets. Affected by amount of our ships and potential targets.?;;§YKoordinations-Malus §R$PEN$%§Y, der durch mangelhafte Kommunikation in der Flotte verursacht wird, wodurch es fur unsere Schiffe schwieriger ist, Ziele zu finden. Wird durch die Schiffsanzahl und mogliche Ziele beeinflusst.?;;;;;;;;x;;;;
BP_TAB_CURRENT;Current Plans;;Aktuelle Plane;;;;;;;;;;x;;
BP_TAB_HISTORICAL;Historical Plans;;Historische Plane;;;;;;;;;;x;;
BP_TOOL_COLOR_RED;Red;;Rot;;;;;;;;;;x;;
BP_TOOL_COLOR_GREEN;Green;;Grun;;;;;;;;;;x;;
BP_TOOL_COLOR_BLUE;Blue;;Blau;;;;;;;;;;x;;
BP_TOOL_COLOR_YELLOW;Yellow;;Gelb;;;;;;;;;;x;;
BP_TOOL_ARROW_SLIM;Slim Arrow;;Dunner Pfeil;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_1;Medium Arrow 1;;Mittelgroser Pfeil 1;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_2;Medium Arrow 2;;Mittelgroser Pfeil 2;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_3;Medium Arrow 3;;Mittelgroser Pfeil 3;;;;;;;;;;x;;
BP_TOOL_ARROW_THICK;Thick Arrow;;Dicker Pfeil;;;;;;;;;;x;;
BP_TOOL_BORDER_1;Border type 1;;Grenztyp 1;;;;;;;;;;x;;
BP_TOOL_BORDER_2;Border type 2;;Grenztyp 2;;;;;;;;;;x;;
BP_TOOL_BORDER_3;Border type 3;;Grenztyp 3;;;;;;;;;;x;;
BP_TOOL_BORDER_4;Border type 4;;Grenztyp 4;;;;;;;;;;x;;
BP_TOOL_BORDER_5;Border type 5;;Grenztyp 5;;;;;;;;;;x;;
BP_TOOL_ICON_AIRPLANE;Airplane icon;;Flugzeug-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_TANK;Tank icon;;Panzer-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_BOMB_1;Small bomb icon;;Kleine Bombe-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_BOMB_2;Large bomb icon;;Grose Bombe-Symbol;;;;;;;;;;x;;
BP_SAVE_PLAN_CONFIRM;Save Plan;;Plan speichern;;;;;;;;;;x;;
BP_SAVE_PLAN_CANCEL;Cancel;;Abbrechen;;;;;;;;;;x;;
BP_SAVE_PLAN_PROMPT;Battle Plan already exists!\nDo you want to overwrite?;;Kriegsplan existiert bereits!\nMochtest Ihr diesen uberschreiben?;;;;;;;;;;x;;
BP_DELETE_SAVED_PLAN_PROMPT;Are you sure that you want to delete the saved battle plan?;;Seid Ihr sicher, dass Ihr den gespeicherten Kriegsplan loschen mochtet?;;;;;;;;;;x;;
BP_DELETE_CURRENT_PLAN_PROMPT;Are you sure that you want to delete the current battle plan?;;Seid Ihr sicher, dass Ihr den aktuellen Kriegsplan loschen mochtet?;;;;;;;;;;x;;
BP_SHARED_WITH;Shared with:;;Geteilt mit:;;;;;;;;;;x;;
BP_NEW_PLAN;New Plan;;Neuer Plan;;;;;;;;;;x;;
BP_TOOLTIP_TAB_CURRENT;List of current battle plans.;;Liste der aktuellen Kriegsplane.;;;;;;;;;;x;;
BP_TOOLTIP_TAB_HISTORICAL;List of historical battle plans.\nClick §YImport? to add the selected one to your current plans.;;Liste der historischen Kriegsplane.\nKlickt auf §Yimportieren?, um den ausgewahlten Plan zu den Aktuellen hinzuzufugen.;;;;;;;;;;x;;
BP_TOOLTIP_TAB_SAVED;List of your saved battle plans.\nClick §YImport? to add the selected one to your current plans.;;Liste deiner gespeicherten Kriegsplane.\nKlickt auf §Yimportieren?, um den ausgewahlten Plan zu den Aktuellen hinzuzufugen.;;;;;;;;;;x;;
BP_TOOLTIP_NEW_PLAN;Create new plan.;;Neuen Plan entwerfen.;;;;;;;;;;x;;
BP_TOOLTIP_REMOVE_PLAN;Delete currently selected plan.;;Momentan ausgewahlten Plan loschen.;;;;;;;;;;x;;
BP_TOOLTIP_SHARE_PLAN;Toggle §Ysharing? currently selected plan with your §Gally members?.;;Schaltet §YTeilen? des momentan ausgewahlten Plans mit Eurem §GAllianz-Mitgliedern? ein/aus.;;;;;;;;;;x;;
BP_TOOLTIP_SAVE_PLAN;Save currently selected plan to file.;;Momentan ausgewahlten Plan in Datei speichern.;;;;;;;;;;x;;
BP_TOOLTIP_RENAME_PLAN;Rename currently selected plan.;;Momentan ausgewahlten Plan umbenennen.;;;;;;;;;;x;;
BP_TOOLTIP_IMPORT_PLAN;Add selected plan to your current plans.;;Ausgewahlten Plan zu deinen aktuellen Planen hinzufugen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_SELECT;Click on object to select it.;;Auf Objekt klicken, um es auszuwahlen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ARROW;Choose arrow type, and draw it on the map with §YLMB?.\nHold §YShift? + §YLMB? to snap your arrow to another one.;;Wahlt einen Pfeiltyp aus und zeichnet ihn mithilfe der §YLMT? auf die Landkarte.\nHaltet §YShift? + §YLMT? gedruckt, um Euren Pfeil an einem anderen anzudocken.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_BORDER;Choose border type, and draw it on the map with §YLMB?.;;Wahlt einen Grenztyp aus und zeichne ihn mithilfe der §YLMT? auf die Landkarte.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ICON;Choose icon type, and draw it on the map with §YLMB?.\nHold §YShift? + §YMouse Wheel? to rotate an icon.;;Wahlt einen Symboltyp aus und zeichnt ihn mithilfe der §YLMT? auf die Landkarte.\nHaltet §YShift? + §YMausrad? gedruckt, um das Symbol zu drehen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_COLOR;Choose current color to draw arrows and icons.\nAlso applies the color to any currently selected arrow or icon.;;Wahle die aktuelle Farbe aus, um Pfeile und Symbole zu zeichnen.\nDiese Farbe wird auch fur jeden momentan ausgewahlten Pfeil oder jedes ausgewahlte Symbol verwendet.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_TEXT;Place a text sign on the map.\nIf nothing selected - creates a new text.\nIf an arrow is selected - draws the text on the arrow.\nIf text sign selected - edits the text.\n§YShift? + §YMouse Wheel? to rotate the text.\n§YCtrl? + §YMouse Wheel? to scale the text.;;Setzt ein Textzeichen auf die Landkarte.\nWenn nichts ausgewahlt wird ?? Ein neuer Text wird erstellt.\nWenn ein Pfeil ausgewahlt wird ??Der Text wir auf den Pfeil gezeichnet.\nWenn das Textzeichen ausgewahlt wird ??der Text wird bearbeitet.\n§YShift? + §YMausrad?, um den Text zu drehen.\n§YStrg? + §YMausrad?, um den Text zu skalieren.;;;;;;;;;;x;;
