############################;x
##### GOVERNMENT TYPES #####;x {
############################;x
ERE;Kingdom of Erebor;x
ERE_democracy;Republic of Erebor;x
ERE_ADJ;Dwarvish;x
ESG;Esgaroth-upon-the-Long-Lake;x
ESG_ADJ;Lake-towner;x;
ETT;Troll-fells;x
ETT;Troll;x
FAN;Ents of Fangorn;x
FAN_ADJ;Entish;x
FOR;World Bank;x
FOR_ADJ;Banker;x
FRA;Framsburg;x
FRA_ADJ;Framsburger;x
GGT;Goblins of Goblin Town;x
GGT_ADJ;Goblin;x
GMG;Grey Mountain Goblins;x
GMG_ADJ;Grey Goblin;x
GMO;Goblins of Moria;x
GMO_ADJ;Moria Goblin;x
GNR;The Council of Gondor;x
GNR_ADJ;Gondorian;x
GON;Kingdom of Gondor;x
GON_democracy;Republic of Gondor;x
GON_ADJ;Gondorian;x
GUL;Dol Guldur;x
GUL_ADJ;Guldurrim;x;
GUN;Orcs of Gundabad;x
GUN_ADJ;Gundabad Orc;x
GWA;Gwathirim;x
GWA_ADJ;Gwathirim;x;
HAR;Haradrim Tribes;x
HAR_ADJ;Haradrim;x
HRD;Harondor;x
HRD_fiefdom;South Gondor;x
HRD_ADJ;Harondan;x
HRD_fiefdom_ADJ;South Gondorian;x
HRN;Harnendor;x
HRN_ADJ;Haranendan;x
HRU;Harûzan;x
HRU_ADJ;Harûzani;x
IML;Realm of Imladris;x
IML_ADJ;Half-Elven;x
ISE;Realm of Isengard;x
ISE_ADJ;Isengardhrim;x
ITH;Principality of Ithilien;x
ITH_fiefdom;Fiefdom of Ithilien;x
ITH_ADJ;Ithilienrim;x
KHA;Variags of Khand;x
KHA_ADJ;Variag;x
KHU;Annâk-khurfu;x
KHU_ADJ;Dwarvish;x
KUG;Kugavuld;x
KUG_ADJ;Kuga;x
LAM;Lamedon;x
LAM_fiefdom;Fiefdom of Lamedon;x
LAM_ADJ;Lamedonrim;x
LEB;Lebennin;x
LEB_fiefdom;Fiefdom of Lebennin;x
LEB_ADJ;Lebenninrim;x
LSF;Lossoth of Forochel;x
LSF_ADJ;Lossoth;x
LGV;Logathavuld;x
LGV_ADJ;Logath;x
LIN;Realm of Lindon;x
LIN_ADJ;Mithlondhrim;x
LOR;Realm of Lothlórien;x
LOR_ADJ;Galadhrim;x
LOS;Lossarnach;x
LOS_fiefdom;Fiefdom of Lossarnach;x
LOS_ADJ;Lossarnachrim;x
LUR;Lûrmsakûn;x
LUR_ADJ;Lûrmsakûni;x
MAN;Men of Angmar;x
MAN_ADJ;Angmarrim;x
MEL;Melburg;x
MEL_ADJ;Melburger;x
MIR;Spiders of Mirkwood;x
MIR_ADJ;Arachnid;x
MOR;Shadow of Mordor;x
MOR_ADJ;Mordorim;x
MRN;Mornan;x
MRN_fiefdom;Fiefdom of Mornan;x
MRN_ADJ;Mornathrim;x
NRN;Nurunkkhizdín;x
NRN_Adj;Ironfist;x
NUM;Remnants of Númenor;x
NUM_ADJ;Númenorean;x
NUR;Variags of Nûrn;x
NUR_ADJ;Nûrniag;x
OST;Orcs of Ost-in-Edhil;x
OST_ADJ;Ost-in-Edhil Orc;x
PEZ;Pezarsan;x
PEZ_ADJ;Pezarsani;x
PUK;Drúedain of Drúwaith Iaur;x
PUK_fiefdom;Fiefdom of Drúwaith Iaur;x
PUK_ADJ;Drúedain;x
RAD;Radagast of Rhosgobel;x
RAD_ADJ;Rhosgobelean;x
RHO;Rhovanion;x
RHO_ADJ;Rhovanrim;x
ROH;Kingdom of Rohan;x
ROH_fiefdom;Fiefdom of Calenardhon;x
ROH_ADJ;Rohirrim;x
RHU;Realm of the Easterlings;x
RHU_ADJ;Easterling;x
RHR;Hillmen of Rhudaur;x
RHR_ADJ;Hillmen;x
RUN;Reunited Kingdom;x
RUN_democracy;Reunited Republic;x
RUN_ADJ;Reunited Kingdom;x
SAG;Sagathavuld;x
SAG_ADJ;Sagath;x
SUD;Suduri;x
SUD_ADJ;Suduri;x
SEK;Sekelavuld;x
SEK_ADJ;Sekel;x
SHE;Shelob's Domain;x
SHE_ADJ;Shelob;x
SHI;Hobbits of the Shire;x
SHI_ADJ;Hobbit;x
STO;Stoor Hobbits;x
STO_ADJ;Stoor;x
TRO;Trollshaws;x
TRO_ADJ;Troll;x
TOL;Isle of Tolfalas;x
TOL_fiefdom;Fiefdom of Tolfalas;x
TOL_ADJ;Tolfalathrim;x
UMB;Corsairs of Umbar;x
UMB_ADJ;Corsair;x
URG;Urgathavuld;x
URG_ADJ;Urgath;x
WOO;Woodsmen of the Vale;x
WOO_ADJ;Woodsmen;x
WRM;Woodland Realm;x
WRM;Wood-elven;x
#########################;x }
##### DOMINION TAGS #####;x {
#########################;x
D01;The Kingdom of $REGION$;;Das Konigreich von $REGION$;;;;;;;;x;;;
D01_ADJ;Kingsmen;;konigstreu;;;;;;;;x;;;
D02;The Confederation of $REGION$;;Die Konfoderation von $REGION$;;;;;;;;x;;;
D02_ADJ;Confederate;;konfoderiert;;;;;;;;x;;;
D03;Commonwealth of $REGION$;;Commonwealth von $REGION$;;;;;;;;x;;;
D03_ADJ;Commonwealth;;Commonwealth-;;;;;;;;x;;;
D04;The Republic of $REGION$;;Die Republik von $REGION$;;;;;;;;x;;;
D04_ADJ;Republican;;republikanisch;;;;;;;;x;;;
D05;The $REGION$ State;;Der $REGION$-Staat;;;;;;;;x;;;
D05_ADJ;Stateite;;staatlich;;;;;;;;x;;;
D06;The People's Republic of $REGION$;;Die Volksrepublik von $REGION$;;;;;;;;x;;;
D06_ADJ;Republican;;republikanisch;;;;;;;;x;;;
D07;The Free State of $REGION$;;Der Freistaat von $REGION$;;;;;;;;x;;;
D07_ADJ;Freestator;;freistaatlich;;;;;;;;x;;;
D08;The Grand State of $REGION$;;Der Grosstaat von $REGION$;;;;;;;;x;;;
D08_ADJ;Grandstator;;grosstaatlich;;;;;;;;x;;;
D09;The State of $REGION$;;Der Staat von $REGION$;;;;;;;;x;;;
D09_ADJ;Stateite;;staatlich;;;;;;;;x;;;
D10;The Principality of $REGION$;;Das Furstentum von $REGION$;;;;;;;;x;;;
D10_ADJ;Princely;;furstlich;;;;;;;;x;;;
