####################;x
##### CLIMATES #####;x {
####################;x
osgiliath;§gOsgiliath§!\n\nThe city also known as the 'Citadel of the Stars' was founded at the End of the Second Era by Anárion and Isildur at both shore banks of the Anduin and lies halfway between Minas Tirith and Minas Ithil. The city halves are connected via a great bridge that was expanded and enlargened over time as well as support for the Dome of the Stars housing the Osgiliath Palantíri. Some time after its founding it was designated as capital of the Kingdom of Gondor and Royal seat of kings, who would reign from the Great Hall. The decline of the city began, when the city was sacked during the Kin-strife year 1437 of the Third Age and years later the Great Plague 1636 TA marking the slow depopulation and eventual abandonment in 2475 TA after being overrun.;x
druadan_forest;§gDrúadan Forest§!\n\nThe small pine forest located in Southeast Anórien grew around the beacon-hill of Eilenach and is named after the indigenous inhabitants of wild-men. The Great Road straddles the Northern Outskirts of these woods and a small forgotten pathway leads through the southern part of it.;x
cair_andros;§gCair Andros§!\n\nA large narrow ship-shaped river island located in the middle of the Anduin holds a very important strategic position for whoever attempts to hold the banks of the Great River. At the northern tip the island ends in sharp rocks, that split the water like the bow of a ship creating the foam that serves as the namegiver of 'Ship of Long-foam'. During the Third Age fortications have been erected there that at some point were abandoned again.;x
minas_tirith;§gMinas Tirith§!\n\nOriginally founded by the name of Minas Anor - 'Tower of the Sun' in 3320 of the Second Age, holds a long unbroken history as the watchful guard looming over the fields of Pelennor and as the Bastion of Gondor against the numerous threats it faces. Situated on the Hill of the Guard at the "knee" of Mount Mindolluin, it consists of seven concentric layers that have gradually been expanded upon with a outer City Wall constructed of the same indestructible black rock of the Orthanc. At the top of the city lays the Citadel and the White Tree with a more recent addition of the White Tower. In TA 1636, the capital was moved from Osgiliath to Minas Anor under reasons of defensibility and slow desolation of former. It's name translates from Sindarin as 'Tower of Guard'.;x
pelennor_fields;§gPelennor Fields§!\n\n Outside of the two great cities, inbetween Minas Tirith and Osgiliath lie stretches of fertile farmland and hills dotted with townships and villages and since TA 2954 surrounded by the fortification of the Rammas Echor giving the lands the name Pelennor, meaning 'fenced land'. ;x
harlond_gondor;§gHarlond§!\n\nSome 4 to 5 miles south of the White City lies its harbour that allows for frequent waterway traffic with the Rest of Gondor and the World. It is protected by the Rammas Echor. Its name translates as 'Southern Haven'.;x
lossarnach;§gPlains of Lossarnach§!;x
imloth_melui;§gImloth Melui§!;x
tumladen;§gTumladen§!;x
cliffside_mountains;§gCliffside Mountains of Tolfalas§!;x
henneth_annun;§gWoods of Ithilien§!;x
ithilien_woods;§gWoods of Ithilien§!;x
ithilduin;§gPlains of Ithilien§!;x
ithilien_hills;§gHills of Ithilien§!;x
ithilien_plains;§gPlains of Ithilien§!;x
pelargir;§gPlains of Lebennin§!;x
lebennin;§gFarmlands of Lebennin§!;x
lamedon_plains;§gPlains of Lamedon§!;x
lamedon_hills;§gHills of Tarnost§!;x
ethring;§gPlains of Lamedon§!;x
calembel;§gPlains of Lamedon§!;x
mornan_plains;§gPlains of Mornan§!;x
mornan_hills;§gHills of Mornan§!;x
mornan_woods;§gWoods of Mornan§!;x
tarlang;§gMountains of Tarlang§!;x
erech;§gPlains of Mornan§!;x
anfalas;§gPlains of Anfalas§!;x
pinnath_gelin_hills;§gHills of Pinnath Gelin§!;x
pinnath_gelin_plains;§gPlains of Pinnath Gelin§!;x
pinnath_gelin_woods;§gWoods of Pinnath Gelin§!;x
andrast;§gPlains of Andrast§!;x
andrast_hills;§gHills of Andrast§!;x
andrast_woods;§gWoods of Andrast§!;x
cirith_aralanthir;§gCirith Aralanthir§!;x
druwaith_iaur;§gPlains of Druwaith Iaur§!;x
druwaith_iaur_hills;§gHills of Druwaith Iaur§!;x
druwaith_iaur_woods;§gWoods of Druwaith Iaur§!;x
belfalas;§gHills of Belfalas§!;x
belfalas_plains;§gPlains of Belfalas§!;x
ered_tarthonion;§gEred Tarthonion§!;x
dol_amroth;§gHills of Belfalas§!;x
nan_rochben;§gNan Rochben§!;x
edhellond;§gPlains of Belfalas§!;x
harondor_steppes;§gSteppes of Harondor§!;x
harondor_plains;§gPlains of Harondor§!;x
barad_harn;§gPlains of Harondor§!;x
gobel_mirlond;§gPlains of Harondor§!;x
##########################;x }
##### HARAD TERRAINS #####;x {
##########################;x
oasis;§gOasis of Harad§!;x
umbarlands;§gPlains of Umbar§!;x
umbarland_hills;§gHills of Umbar§!;x
umbarland_coast;§gCoasts of Umbar§!;x
umbar;§gPlains of Umbar§!;x
ramlond;§gPlains of Umbar§!;x
erelond;§gTol Uialgaer§!;x
ardumir;§gPlains of Umbar§!;x
blacksand_vale;§gPlains of Harad§!;x
ered_harmal;§gEred Harmal§!;x
gobel_ancalimon;§gPlains of Harad§!;x
haradwaith;§gHaradwaith§!;x
desert_of_khand;§gDesert of Khand§!;x
haz_azuhmeda;§gPlains of Harad§!;x
hron_tumrakhi;§gOasis of Khand§!;x
korb_traskal;§gPlains of Harad§!;x
maresh;§gPlains of Harad§!;x
harad_plains;§gPlains of Harad§!;x
harad_hills;§gHills of Harad§!;x
khand_plains;§gPlains of Khand§!;x
khand_steppes;§gSteppes of Khand§!;x
khand_hills;§gHills of Khand§!;x
east;§gPlains of the East§!;x
###########################;x }
##### MORDOR TERRAINS #####;x {
###########################;x
ash_mountain;§gEphel Dúath§!;x
barad_dur;§gAshlands of Gorgoroth§!;x
barad_ungol;§gCirith Ungol§!;x
black_gate;§gHills of Udûn§!;x
carach_angren;§gHills of Udûn§!;x
cirith_ungol;§gCirith Ungol§!;x
durthang;§gAshlands of Gorgoroth§!;x
ered_lithui;§gEred Lithui§!;x
gorgoroth_ashlands;§gAshlands of Gorgoroth§!;x
lithlad;§gHills of Lithlad§!;x
minas_durlith;§gHills of Lithlad§!;x
minas_morgul;§gImlad Morgûl§!;x
mount_doom;§gMount Doom§!;x
nan_ungol;§gPlains of Núrn§!;x
nurn;§gPlains of Núrn§!;x
nurngost;§gPlains of Núrn§!;x
seregost;§gHills of Lithlad§!;x
thaurband;§gPlains of Núrn§!;x
torech_ungol;§gTorech Ungol§!;x
udun;§gHills of Udûn§!;x
valley_of_the_fell_beasts;§gPlains of Núrn§!;x
##############################;x }
##### RHOVANION TERRAINS #####;x {
##############################;x
amon_lhaw;§gHills of Emyn Muil§!;x
dagorlad;§gPlains of Dagorlad§!;x
dead_marshes;§gMarshes of Dagorlad§!;x
emyn_muil;§gHills of Emyn Muil§!;x
uvanwaith;§gPlains of Uvanwaith§!;x
uvanwaith_hills;§gHills of Uvanwaith§!;x
###############################;x }
##### LOTHLORIEN TERRAINS #####;x {
###############################;x
lothlorien;§gForest of Lothlórien§!;x
